train_loss,train_acc,val_loss,val_acc
0.801254983301155,0.7863177977650586,0.40366389334136815,0.8959651035986914
0.3724427203840961,0.8965385663668575,0.2882518933100815,0.9212649945474373
0.2934870476714919,0.9169255928045789,0.2676001659168932,0.9186477644492912
0.2651222577258136,0.919869174161897,0.22653602765814168,0.9302071973827699
0.2309816991789005,0.928645407467975,0.1956843466119132,0.9428571428571428
